title,prices,features,booking_start,organizing
"
3BHK Apartment for Sale in Chanda Nagar
Aparna HillPark Silver Oaks




















 Similar Properties,Chanda Nagar

New Booking

 1.41 Cr         

 8813 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1600 sq.ft (148.64 sq.m) 

                    @ 8813 /-                


Possession On
Ready To Move


Floor
2


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+26 more

",Posted : 26 days ago,"
Agent : 
anjan
"
"
Semi Furnished 3BHK Apartment for Sale in Kondapur
Aparna Serene Park




















 Similar Properties,

New Booking

 2.07 Cr         

 12545 per sq.ft. Carpet Area

","
 2.07 Cr         ","


Carpet Area

              1650 sq.ft (153.29 sq.m) 

                    @ 12545 /-                


Possession On
Ready To Move


Floor
9


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+32 more

",Posted : 26 days ago,"
Agent : 
pawan
"
"
2BHK Apartment for Sale in Kondapur
Aparna Serene Park




















 Similar Properties,Kondapur

New Booking

 1.26 Cr         

 12000 per sq.ft. Carpet Area

","
 1.26 Cr         ","


Carpet Area

              1050 sq.ft (97.55 sq.m) 

                    @ 12000 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+32 more

",Posted : 26 days ago,"
Agent : 
anjan
"
"
3BHK Apartment for Sale in Bachupally
Bachupally

New Booking

 98 L         

 7573 per sq.ft. Carpet Area

","
 98 L         ","


Carpet Area

              1294 sq.ft (120.22 sq.m) 

                    @ 7573 /-                


Possession On
Ready To Move


Floor
16


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+13 more

",Posted : 21 days ago,"
Agent : 
Vikas Triwedi Esolis
"
"
2BHK Apartment for Sale in Osman Nagar
Qualitas Nestilo




















 Similar Properties,Osman Nagar

New Booking

 52.20 L         

 5625 per sq.ft. Carpet Area

","
 52.20 L         ","


Carpet Area

              928 sq.ft (86.21 sq.m) 

                    @ 5625 /-                


Possession On
Mar'24


Floor
5


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+9 more

",Posted : 10 days ago,"
Agent : 
Rnaveen
"
"
3BHK Apartment for Sale in Osman Nagar
Qualitas Nestilo




















 Similar Properties,Osman Nagar

New Booking

 66.60 L         

 5625 per sq.ft. Carpet Area

","
 66.60 L         ","


Carpet Area

              1184 sq.ft (110 sq.m) 

                    @ 5625 /-                


Possession On
Mar'24


Floor
5


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+9 more

",Posted : 10 days ago,"
Agent : 
Rnaveen
"
"
3BHK Apartment for Sale in Bachupally
Urbanrise On Cloud 33




















 Similar Properties,Bachupally

New Booking

 90.47 L         

 7458 per sq.ft. Carpet Area

","
 90.47 L         ","


Carpet Area

              1213 sq.ft (112.69 sq.m) 

                    @ 7458 /-                


Possession On
Mar'26


Floor
Ground Floor


Bathrooms
3


",Posted : 12 days ago,"
Builder : 
Urbanrise - An Alliance Group Company
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
 3 BHK Apartment for Sale in Gajularamaram
Sivah Silver Keys




















 Similar Properties,Gajularamaram

New Booking

 49.36 L         

 5377 per sq.ft. Carpet Area

","
 49.36 L         ","


Carpet Area

              918 sq.ft (85.29 sq.m) 

                    @ 5377 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
2


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 2 BHK Apartment for Sale in Shamshabad
Aparna Altius




















 Similar Properties,Shamshabad

New Booking

 79.46 L         

 6874 per sq.ft. Carpet Area

","
 79.46 L         ","


Carpet Area

              1156 sq.ft (107.4 sq.m) 

                    @ 6874 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
1


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 4 BHK Apartment for Sale in Somajiguda
GVK Skycity




















 Similar Properties,Somajiguda

New Booking

 4.43 Cr         

 13123 per sq.ft. Carpet Area

","
 4.43 Cr         ","


Carpet Area

              3378 sq.ft (313.83 sq.m) 

                    @ 13123 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
4


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Gachibowli
Pacifica Hillcrest Phase 2




















 Similar Properties,Gachibowli

New Booking

 88.72 L         

 9252 per sq.ft. Carpet Area

","
 88.72 L         ","


Carpet Area

              959 sq.ft (89.09 sq.m) 

                    @ 9252 /-                


Possession On
Dec'25


Floor
11


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+12 more

",Posted : 18 days ago,"
Agent : 
Rnaveen
"
"
2BHK Apartment for Sale in Bachupally
Urbanrise On Cloud 33




















 Similar Properties,Bachupally

New Booking

 62.10 L         

 7536 per sq.ft. Carpet Area

","
 62.10 L         ","


Carpet Area

              824 sq.ft (76.55 sq.m) 

                    @ 7536 /-                


Possession On
Mar'26


Floor
Ground Floor


Bathrooms
2


",Posted : 12 days ago,"
Builder : 
Urbanrise - An Alliance Group Company
"
"
4BHK Apartment for Sale in Bachupally
Urbanrise On Cloud 33




















 Similar Properties,Bachupally

New Booking

 1.13 Cr         

 7454 per sq.ft. Carpet Area

","
 1.13 Cr         ","


Carpet Area

              1516 sq.ft (140.84 sq.m) 

                    @ 7454 /-                


Possession On
Mar'26


Floor
Ground Floor


Bathrooms
4


",Posted : 12 days ago,"
Builder : 
Urbanrise - An Alliance Group Company
"
"
2BHK Apartment for Sale in Shaikpet
Salarpuria Sattva Magnus




















 Similar Properties,Shaikpet

New Booking

 1.16 Cr         

 12889 per sq.ft. Carpet Area

","
 1.16 Cr         ","


Carpet Area

              900 sq.ft (83.61 sq.m) 

                    @ 12889 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
2


",Posted : 7 days ago,"
Agent : 
SARABJEET KAUR
"
"
Semi Furnished 2BHK Apartment for Sale in Sainikpuri
Sainikpuri

New Booking

 56 L         

 5091 per sq.ft. Carpet Area

","
 56 L         ","


Carpet Area

              1100 sq.ft (102.19 sq.m) 

                    @ 5091 /-                


Possession On
Ready To Move


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 16 days ago,"
Agent : 
Tripura vijayee Constructions
"
"
Semi Furnished 2BHK Apartment for Sale in Beeramguda
Beeramguda

New Booking

 30 L         

 2500 per sq.ft. Carpet Area

","
 30 L         ","


Carpet Area

              1200 sq.ft (111.48 sq.m) 

                    @ 2500 /-                


Possession On
Dec'24


Floor
15


Bathrooms
2


",Posted : 19 days ago,"
Agent : 
Marisetti Saidaiah
"
"
3BHK Apartment for Sale in Manikonda
Sri Aditya Athena




















 Similar Properties,Manikonda

New Booking

 1.21 Cr         

 9926 per sq.ft. Carpet Area

","
 1.21 Cr         ","


Carpet Area

              1219 sq.ft (113.25 sq.m) 

                    @ 9926 /-                


Possession On
Jul'25


Floor
Ground Floor


Bathrooms
3


",Posted : 7 days ago,"
Agent : 
SARABJEET KAUR
"
"
3BHK Apartment for Sale in Shaikpet
Salarpuria Sattva Magnus




















 Similar Properties,Shaikpet

New Booking

 1.77 Cr         

 12652 per sq.ft. Carpet Area

","
 1.77 Cr         ","


Carpet Area

              1399 sq.ft (129.97 sq.m) 

                    @ 12652 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
3


",Posted : 7 days ago,"
Agent : 
SARABJEET KAUR
"
"
4BHK Apartment for Sale in Shaikpet
Salarpuria Sattva Magnus




















 Similar Properties,Shaikpet

New Booking

 3.03 Cr         

 13649 per sq.ft. Carpet Area

","
 3.03 Cr         ","


Carpet Area

              2220 sq.ft (206.24 sq.m) 

                    @ 13649 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
4


",Posted : 7 days ago,"
Agent : 
SARABJEET KAUR
"
"
Fully Furnished 3BHK Apartment for Sale in Narsingi
Narsingi

New Booking

 71.40 L         

 5250 per sq.ft. Carpet Area

","
 71.40 L         ","


Carpet Area

              1360 sq.ft (126.35 sq.m) 

                    @ 5250 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
3


",Posted : 18 days ago,"
Agent : 
R RAM
"
"
Fully Furnished 2BHK Apartment for Sale in Narsingi
Narsingi

New Booking

 58.80 L         

 5250 per sq.ft. Carpet Area

","
 58.80 L         ","


Carpet Area

              1120 sq.ft (104.05 sq.m) 

                    @ 5250 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
R RAM
"
